id,program_id
4846,1700
4847,1700
4848,1700
4849,1700
4850,1700
4851,1700
2273,1715
2274,1715
2275,1715
2276,1715
5673,1716
4347,1718
4348,1718
4349,1718
4350,1718
4351,1718
4352,1718
3332,1753
3335,1753
3336,1753
2602,1767
1530,1772
5913,1772
5914,1772
1531,1773
1532,1773
5844,1774
5845,1774
5084,1777
5085,1777
4510,1780
4511,1780
4512,1780
4513,1780
4514,1780
4515,1780
4516,1780
1280,1784
1109,1786
1110,1786
1111,1786
1112,1786
1113,1786
1115,1787
1116,1787
1117,1787
4011,1788
4012,1788
4013,1788
4014,1788
4015,1788
4016,1788
4017,1788
4018,1788
4019,1788
4020,1788
4021,1788
4022,1788
4023,1788
4024,1788
4025,1788
448,1801
449,1801
450,1801
1774,1803
1781,1804
4400,1804
1784,1805
3681,1806
3682,1806
3683,1806
3684,1806
3685,1806
3686,1806
3687,1806
2755,1807
2758,1807
5821,1807
3669,1808
5822,1808
3947,1810
3948,1810
3949,1810
3950,1810
3951,1810
3952,1810
3953,1810
3954,1810
3955,1810
3956,1810
3957,1810
106,1811
107,1811
108,1811
4974,1811
4975,1811
5873,1812
5874,1812
5875,1812
5876,1812
5877,1812
5878,1812
5879,1812
5880,1812
3427,1829
3428,1829
3429,1829
3430,1829
3431,1829
3432,1829
3433,1829
3434,1829
2017,1830
3667,1831
3668,1831
2458,1837
4633,1866
4634,1866
4635,1866
4636,1866
4637,1866
4638,1866
4639,1866
3958,1867
3959,1867
3960,1867
3961,1867
3962,1867
3963,1867
3866,1882
3867,1882
3868,1882
3869,1882
3870,1882
3871,1882
3872,1882
3918,1885
3919,1885
3920,1885
3921,1885
3922,1885
3923,1885
3924,1885
3925,1885
3926,1885
3964,1889
3965,1889
3966,1889
3979,1894
3980,1894
3981,1894
3982,1894
3983,1894
3984,1894
3985,1894
3986,1894
3987,1894
3988,1894
3995,1896
3996,1896
3997,1896
3998,1896
3999,1896
4000,1896
4176,1897
4177,1897
4178,1897
4179,1897
4180,1897
4181,1897
4182,1897
4183,1897
4184,1897
4185,1897
4525,1902
4526,1902
4527,1902
3895,1903
3896,1903
3897,1903
4485,1916
4494,1916
4495,1916
4496,1916
4497,1916
4498,1916
4499,1916
4500,1916
4501,1916
4502,1916
4503,1916
4504,1916
4505,1916
4506,1916
4507,1916
4508,1916
4769,1917
4770,1917
4771,1917
4772,1917
4773,1917
4774,1917
4775,1917
4776,1917
4777,1917
4778,1917
4779,1917
4780,1917
4781,1917
5823,1920
5824,1920
5825,1920
5826,1920
3854,1924
3855,1924
4101,1925
4102,1925
4103,1925
4104,1925
4105,1925
4106,1925
4107,1925
4108,1925
4109,1925
4557,1926
4558,1926
4559,1926
4560,1926
4561,1926
4562,1926
4563,1926
4564,1926
1249,1929
1250,1929
1251,1929
5936,1929
5937,1929
5938,1929
5939,1929
5940,1929
232,1930
233,1930
235,1930
236,1930
237,1930
238,1930
239,1930
5132,1930
5133,1930
5134,1930
723,1931
724,1931
725,1931
726,1931
727,1931
728,1931
729,1931
285,1932
286,1932
287,1932
289,1932
5141,1932
730,1934
731,1934
732,1934
5902,1934
5903,1934
5904,1934
5905,1934
5906,1934
522,1935
523,1935
524,1935
525,1935
526,1935
528,1935
529,1935
530,1935
531,1935
532,1935
5384,1935
5385,1935
5386,1935
5387,1935
5388,1935
5389,1935
5390,1935
879,1939
880,1939
881,1939
882,1939
883,1939
884,1939
885,1939
5289,1939
5290,1939
5291,1939
547,1940
548,1940
549,1940
550,1940
551,1940
552,1940
553,1940
5277,1940
5278,1940
4308,1941
4309,1941
4310,1941
4311,1941
4312,1941
4313,1941
4314,1941
61,1942
62,1942
63,1942
64,1942
65,1942
4997,1942
4998,1942
4999,1942
5000,1942
5001,1942
5002,1942
5003,1942
5004,1942
5005,1942
5006,1942
5007,1942
5008,1942
5009,1942
5010,1942
2907,1943
2908,1943
2909,1943
2911,1943
2912,1943
2913,1943
2914,1943
2915,1943
2916,1943
2917,1943
2918,1943
4315,1943
4316,1943
4977,1944
4978,1944
4979,1944
4980,1944
4981,1944
4982,1944
4983,1944
4984,1944
4985,1944
4986,1944
4987,1944
4988,1944
4989,1944
4990,1944
4991,1944
4992,1944
4993,1944
4994,1944
4995,1944
4996,1944
3971,1946
3972,1946
3973,1946
1050,1947
5318,1947
5319,1947
5320,1947
5321,1947
5015,1948
5016,1948
5017,1948
5018,1948
5019,1948
5020,1948
5021,1948
5022,1948
5023,1948
5024,1948
563,1949
565,1949
3398,1951
3399,1951
1289,1958
1290,1958
1291,1958
2592,1966
1283,1970
1284,1970
2991,1983
2992,1983
2855,2000
2856,2000
2512,2003
2513,2003
2514,2004
2515,2004
2516,2004
2517,2004
2518,2004
2519,2004
57,2006
58,2006
3691,2007
3692,2007
220,2008
221,2008
222,2008
2234,2011
5241,2011
5242,2011
5243,2011
5244,2011
5245,2011
5246,2011
5255,2011
2133,2012
2225,2013
2228,2013
5249,2013
5250,2013
5251,2013
5252,2013
2180,2014
2181,2014
5253,2014
5254,2014
5257,2014
2245,2015
2246,2015
2247,2015
2248,2015
5247,2015
5248,2015
5256,2015
2141,2016
1287,2024
1288,2024
987,2029
2642,2030
2643,2030
5795,2031
5796,2031
5797,2031
2082,2036
2083,2036
2084,2036
2085,2036
990,2039
991,2039
992,2039
993,2039
994,2039
995,2039
1032,2039
5223,2039
5224,2039
5225,2039
5226,2039
5227,2039
1266,2041
1267,2041
1268,2041
1269,2041
1270,2041
2975,2041
2976,2041
2977,2041
5727,2045
5728,2045
5729,2045
5730,2045
5731,2045
5732,2045
5733,2045
5734,2045
1265,2050
1256,2051
5805,2075
5806,2075
5807,2075
5808,2075
5809,2075
5810,2075
5811,2075
5812,2075
5813,2075
257,2077
258,2077
2792,2080
2793,2080
2794,2080
2795,2080
2796,2080
2797,2080
2798,2080
3812,2080
2098,2084
2099,2084
2100,2084
2102,2084
2104,2084
5698,2084
5699,2084
5700,2084
5701,2084
2097,2087
1200,2088
1202,2088
5220,2088
5213,2091
5214,2091
5215,2091
5216,2091
5217,2091
5218,2091
3138,2099
3139,2099
5897,2099
3353,2103
3354,2103
3355,2103
3356,2103
3357,2103
3358,2103
3359,2103
3360,2103
3621,2105
3622,2105
3623,2105
3624,2105
3625,2105
3626,2105
3627,2105
3628,2105
2593,2106
2594,2106
2595,2106
2596,2106
5786,2106
2209,2110
2212,2110
2214,2110
5776,2110
5777,2110
1384,2115
1385,2115
1386,2115
3693,2121
3694,2121
5745,2121
5924,2122
5925,2122
5926,2122
5927,2122
5928,2122
5929,2122
5930,2122
5931,2122
5932,2122
5921,2124
3989,2130
3990,2130
3991,2130
3992,2130
3993,2130
3994,2130
1940,2132
1942,2132
1943,2132
1944,2132
1945,2132
1946,2132
1947,2132
5759,2132
1988,2138
5760,2138
5761,2138
5762,2138
5763,2138
5764,2138
5765,2138
5766,2138
3223,2142
3224,2142
3225,2142
3226,2142
3227,2142
4365,2152
4366,2152
4367,2152
4368,2152
4369,2152
4370,2152
4371,2152
5831,2155
1025,2157
1026,2157
1027,2157
1028,2157
5941,2157
1029,2158
1030,2158
1031,2158
2750,2163
5096,2163
5097,2163
5098,2163
5099,2163
5100,2163
5101,2163
5095,2164
2752,2165
1252,2166
4539,2173
2753,2176
2754,2176
5109,2176
5110,2176
5111,2176
5112,2176
2778,2177
2779,2177
2900,2177
2901,2177
5103,2177
5104,2177
5105,2177
5106,2177
5107,2177
5108,2177
5306,2178
5307,2178
5308,2178
5310,2178
5311,2178
950,2179
951,2179
952,2179
954,2179
955,2179
956,2179
2995,2181
2996,2181
2997,2182
2998,2182
3000,2182
5834,2182
4429,2185
4430,2185
4431,2185
4432,2185
4433,2185
4434,2185
5704,2190
5705,2190
1190,2195
1191,2195
1192,2195
1193,2195
1194,2195
1195,2195
1196,2195
1197,2195
1198,2195
4005,2197
4006,2197
4007,2197
4008,2197
4009,2197
4010,2197
4034,2199
4035,2199
4579,2202
4580,2202
4582,2202
4583,2202
5883,2202
5884,2202
5885,2202
4565,2204
1897,2207
2572,2208
5636,2208
5637,2208
2573,2209
2625,2210
3814,2212
3815,2212
3816,2212
3817,2212
3818,2212
3819,2212
3820,2212
3821,2212
3822,2212
208,2214
209,2214
210,2214
211,2214
2583,2220
2584,2220
2585,2220
2305,2221
5703,2221
2308,2222
3813,2222
2306,2223
2307,2223
102,2233
103,2233
104,2233
105,2233
5037,2233
5038,2233
4486,2237
4487,2237
4488,2237
4489,2237
4567,2239
4568,2239
4569,2239
4570,2239
4571,2239
4572,2239
5799,2241
5800,2241
5801,2241
5802,2241
5803,2241
5804,2241
964,2249
965,2249
966,2249
967,2249
968,2249
5288,2249
575,2250
576,2250
577,2250
578,2250
5373,2250
5374,2250
5375,2250
5376,2250
2920,2251
2921,2251
2922,2251
4318,2251
4319,2251
4566,2251
2923,2252
4324,2253
4325,2253
4326,2253
4327,2253
4328,2253
4329,2253
4330,2253
4331,2253
4332,2256
4333,2256
4334,2256
4335,2256
4336,2256
4337,2256
4338,2256
4339,2256
4340,2256
891,2258
892,2258
893,2258
894,2258
895,2258
896,2258
898,2258
5140,2258
584,2259
585,2259
586,2259
587,2259
588,2259
5279,2259
5280,2259
5281,2259
5282,2259
5283,2259
3602,2260
3603,2260
3604,2260
3605,2260
3606,2260
3607,2260
3608,2260
3609,2260
2347,2262
2349,2262
5712,2264
5715,2264
1999,2266
2000,2266
2001,2266
2002,2266
2010,2269
2011,2269
2012,2269
2333,2278
2334,2278
2335,2278
2336,2279
2337,2279
2338,2279
1312,2280
1313,2280
1314,2280
1315,2280
1316,2280
3544,2282
3545,2282
3546,2282
3547,2282
646,2284
76,2286
915,2288
916,2288
917,2288
918,2288
919,2288
5293,2288
5294,2288
3938,2289
3939,2289
3940,2289
3941,2289
3942,2289
3943,2289
3944,2289
3945,2289
3946,2289
2821,2290
2822,2290
2823,2290
1421,2296
1422,2296
1423,2296
1406,2297
1407,2297
1408,2297
3865,2297
3610,2301
3613,2301
3614,2301
3615,2301
3315,2306
3316,2306
3317,2306
3318,2306
3308,2307
3309,2307
3310,2307
3311,2307
3312,2307
3313,2307
3314,2307
5,2311
6,2311
7,2311
8,2311
9,2311
4605,2311
2532,2316
2533,2316
2534,2316
771,2318
772,2318
773,2318
775,2318
776,2318
777,2318
5271,2318
5272,2318
3845,2320
3846,2320
3847,2320
3848,2320
3849,2320
3850,2320
3851,2320
3852,2320
3853,2320
3786,2325
3787,2325
3788,2325
3789,2325
3790,2325
2780,2342
5639,2364
5640,2364
5641,2364
5642,2364
5643,2364
5644,2364
3114,2370
3327,2373
3328,2373
3329,2373
3330,2373
5664,2373
5665,2373
3634,2399
3635,2399
3636,2399
3637,2399
3638,2399
2542,2402
2408,2404
2461,2421
1770,2426
1771,2426
1772,2426
1773,2426
1775,2426
1776,2426
1777,2426
1779,2426
1780,2426
1534,2434
1788,2437
1790,2437
1791,2437
1793,2437
1796,2437
1797,2437
1798,2437
1799,2437
2879,2444
1806,2445
3492,2447
3493,2447
3494,2447
3495,2447
3496,2447
3497,2447
3498,2447
3499,2447
3500,2447
3501,2447
3502,2447
533,2448
534,2448
535,2448
536,2448
538,2448
539,2448
5391,2448
5392,2448
5393,2448
5394,2448
5395,2448
5396,2448
542,2449
543,2449
5377,2449
5378,2449
5379,2449
5380,2449
5381,2449
5382,2449
5383,2449
1319,2451
1320,2451
1321,2451
1322,2451
1323,2451
2877,2451
2878,2451
4549,2453
4550,2453
4551,2453
4552,2453
4553,2453
4554,2453
4555,2453
4556,2453
1081,2466
223,2467
225,2467
226,2467
5933,2467
5934,2467
5935,2467
1213,2469
1214,2469
1215,2469
1217,2469
1221,2469
5750,2469
5751,2469
1222,2470
1223,2470
3804,2475
3805,2475
3806,2475
3807,2475
3808,2475
3809,2475
3810,2475
3811,2475
1204,2478
1205,2478
1206,2478
1207,2478
1208,2478
1209,2478
1210,2478
1211,2478
1212,2478
2820,2487
4379,2489
4380,2489
4381,2489
4382,2489
4383,2489
4384,2489
4385,2489
4386,2489
2574,2493
2575,2493
2576,2493
2577,2493
2578,2493
1277,2503
4782,2508
4783,2508
4784,2508
4785,2508
4786,2508
4787,2508
4788,2508
5753,2512
4797,2514
4798,2514
5078,2515
5079,2515
554,2519
567,2520
4247,2526
4248,2526
292,2532
293,2532
294,2532
295,2532
296,2532
297,2532
5167,2532
5168,2532
5169,2532
595,2533
596,2533
597,2533
598,2533
602,2534
603,2534
604,2534
605,2534
606,2534
607,2534
608,2534
5273,2534
5274,2534
5275,2534
5276,2534
81,2537
899,2538
900,2538
901,2538
902,2538
5558,2538
5559,2538
640,2539
641,2539
642,2539
643,2539
644,2539
645,2539
5455,2539
5456,2539
5457,2539
5458,2539
903,2540
904,2540
905,2540
906,2540
5530,2540
5531,2540
5532,2540
647,2541
648,2541
649,2541
650,2541
5470,2541
5471,2541
5472,2541
5473,2541
5474,2541
2925,2543
2926,2543
2927,2543
2928,2543
2929,2543
2930,2543
2931,2543
4353,2543
4354,2543
4355,2543
657,2544
658,2544
659,2544
660,2544
661,2544
662,2544
5435,2544
5436,2544
5437,2544
674,2545
5459,2545
5460,2545
5461,2545
5462,2545
5463,2545
313,2546
314,2546
315,2546
5170,2546
5171,2546
677,2547
678,2547
679,2547
680,2547
681,2547
682,2547
683,2547
5586,2547
5587,2547
317,2548
318,2548
319,2548
320,2548
321,2548
322,2548
5172,2548
5173,2548
5174,2548
323,2549
324,2549
325,2549
5175,2549
5176,2549
5177,2549
4573,2550
4587,2550
4588,2550
4589,2550
4590,2550
4591,2550
4592,2550
4593,2550
4594,2550
4595,2550
4596,2550
4597,2550
4598,2550
5269,2550
335,2551
336,2551
337,2551
338,2551
339,2551
340,2551
341,2551
924,2552
925,2552
926,2552
927,2552
928,2552
929,2552
930,2552
5295,2552
5296,2552
5297,2552
5298,2552
5299,2552
353,2553
354,2553
357,2553
5045,2554
5046,2554
5047,2554
5048,2554
5049,2554
5050,2554
5051,2554
5052,2554
5054,2554
365,2555
366,2555
367,2555
368,2555
369,2555
370,2555
371,2555
568,2565
569,2565
1989,2574
2459,2575
615,2582
616,2582
617,2582
618,2582
619,2582
620,2582
5284,2582
5285,2582
5286,2582
5287,2582
1051,2584
5522,2584
5523,2584
5524,2584
5525,2584
5526,2584
4640,2585
4641,2585
4642,2585
4643,2585
4644,2585
4645,2585
4646,2585
4616,2586
4617,2586
4618,2586
4619,2586
4620,2586
4621,2586
4622,2586
4632,2586
248,2587
249,2587
250,2587
251,2587
252,2587
253,2587
254,2587
255,2587
623,2588
624,2588
5464,2588
5465,2588
5466,2588
5467,2588
5468,2588
5469,2588
1054,2589
1055,2589
1056,2589
5527,2589
5528,2589
5529,2589
4139,2590
4140,2590
4141,2590
4142,2590
4143,2590
4144,2590
4145,2590
4146,2590
4110,2591
4111,2591
4112,2591
4113,2591
4114,2591
4115,2591
2894,2592
2895,2592
2896,2592
2897,2592
2898,2592
2899,2592
4116,2592
4117,2592
1017,2593
1018,2593
1019,2593
1020,2593
1021,2593
5086,2597
783,2599
784,2599
785,2599
786,2599
5312,2599
5114,2601
5115,2601
5116,2601
5117,2601
5118,2601
5119,2601
5120,2601
5121,2601
5122,2601
5123,2601
5124,2601
5125,2601
5126,2601
5127,2601
5128,2601
5129,2601
4398,2604
1768,2605
1769,2605
468,2607
469,2607
1383,2615
4223,2618
4224,2618
4225,2618
4226,2618
4227,2618
4228,2618
4229,2618
4230,2618
4231,2618
4232,2618
4233,2618
4234,2618
4235,2618
4236,2618
4237,2618
4238,2618
4209,2620
4210,2620
4211,2620
4212,2620
4213,2620
4214,2620
4215,2620
4216,2620
4217,2620
4218,2620
4219,2620
4220,2620
4221,2620
4222,2620
508,2628
2713,2630
5219,2631
352,2636
356,2637
3798,2639
3799,2639
3800,2639
3801,2639
3802,2639
3803,2639
4721,2640
4722,2640
4723,2640
4724,2640
4725,2640
4726,2640
4727,2640
4728,2640
4729,2640
4730,2640
4731,2640
4732,2640
4733,2640
4734,2640
4735,2640
4736,2640
4737,2640
1898,2644
1899,2644
1900,2644
1901,2644
1700,2649
1701,2649
1702,2649
1703,2649
1704,2649
1705,2649
1755,2649
1721,2650
1722,2650
1756,2650
2431,2652
2432,2652
2433,2652
2434,2652
2435,2652
2436,2652
2437,2652
2438,2652
2439,2652
2440,2652
2123,2653
1333,2662
1334,2662
5746,2662
1325,2664
1326,2664
1327,2664
1328,2664
1329,2664
1342,2665
1344,2665
1345,2665
5747,2665
5748,2665
5859,2667
5860,2667
5754,2668
5755,2668
5756,2668
5757,2668
5758,2668
1373,2670
1374,2670
1375,2670
1394,2671
1395,2671
1396,2671
5682,2671
217,2672
219,2672
1441,2673
1442,2673
1443,2673
10,2674
11,2674
12,2674
5832,2674
1389,2677
1390,2677
1391,2677
2941,2678
2942,2678
2943,2678
3791,2680
3792,2680
1435,2681
1436,2681
1437,2681
1339,2682
1340,2682
1341,2682
1438,2683
1439,2683
1440,2683
1367,2684
1368,2684
2963,2684
1444,2685
1445,2685
1446,2685
1151,2686
1152,2686
5854,2686
4073,2688
4074,2688
4075,2688
4076,2688
4077,2688
4078,2688
4079,2688
4080,2688
4081,2688
4082,2688
4084,2689
4085,2689
4086,2689
4087,2689
4088,2689
4089,2689
4090,2689
1330,2692
1331,2692
1332,2692
2959,2693
2960,2693
2961,2693
5749,2693
1305,2694
1306,2694
5737,2694
3463,2701
3464,2701
3465,2701
3466,2701
3467,2701
3468,2701
3473,2702
3474,2702
632,2707
633,2707
634,2707
3143,2734
3144,2734
3145,2734
3146,2734
5841,2734
5842,2734
2402,2735
2179,2742
2094,2754
2065,2770
195,2773
2482,2792
5736,2792
1657,2794
1658,2794
2339,2795
2340,2795
1189,2796
184,2797
1680,2810
1248,2813
5889,2817
5890,2817
5891,2817
5892,2817
5893,2817
5894,2817
5895,2817
1937,2832
1970,2833
1971,2833
1972,2833
3658,2835
3659,2835
3660,2835
2003,2836
2004,2836
1243,2837
1244,2837
1245,2837
1247,2837
5752,2837
49,2839
2144,2840
2544,2841
1818,2842
1823,2844
2401,2847
4026,2861
4027,2861
4028,2861
4029,2861
4030,2861
4031,2861
4032,2861
4033,2861
3518,2862
3519,2862
3520,2862
3521,2862
3522,2862
3523,2862
3524,2862
3525,2862
1057,2865
1058,2865
1059,2865
1060,2865
1061,2865
1062,2865
3967,2865
3968,2865
2174,2867
2175,2867
2304,2874
2035,2886
2063,2893
2064,2893
2131,2894
2132,2894
2681,2895
2682,2895
2683,2895
2684,2895
2686,2895
2687,2895
5789,2895
2655,2896
2656,2896
2657,2896
2658,2896
5794,2896
5855,2905
1932,2908
1911,2910
1912,2910
3092,2913
3095,2913
5768,2913
5769,2913
5770,2913
5771,2913
2136,2914
2137,2914
2138,2914
2027,2920
2028,2920
2139,2925
1723,2931
1724,2931
1725,2931
1726,2931
3663,2935
3664,2935
3665,2935
3661,2938
3662,2938
2007,2940
2008,2940
3670,2961
3671,2961
492,2965
493,2965
3841,2966
3842,2966
3843,2966
3844,2966
1128,2970
2143,2980
1535,2981
1536,2981
1537,2981
4404,2990
4405,2990
4406,2990
4407,2990
4408,2990
4409,2990
2162,2993
124,3007
125,3007
126,3007
127,3007
128,3007
129,3007
130,3007
2744,3018
2343,3020
2344,3020
2345,3020
2346,3020
1875,3021
1876,3021
1877,3021
1878,3021
1879,3021
3421,3023
1870,3024
1871,3024
1872,3024
1873,3024
1874,3024
1860,3025
1861,3025
1862,3025
1863,3025
1864,3025
1865,3025
1866,3025
2637,3026
2638,3026
2639,3026
3166,3029
3169,3029
3171,3029
3172,3029
3173,3029
5846,3029
5847,3029
5848,3029
2984,3031
2985,3031
1763,3037
4544,3043
4545,3043
4546,3043
4547,3043
4548,3043
1358,3063
1359,3063
1360,3063
1361,3063
1362,3064
1363,3064
1364,3064
1369,3065
1370,3065
1371,3065
1372,3065
3056,3068
119,3076
1133,3077
3113,3079
4814,3088
4815,3088
4816,3088
4817,3088
4818,3088
2260,3099
2261,3099
2262,3099
2263,3099
2264,3099
2157,3101
2158,3101
2159,3101
2161,3101
2651,3105
2652,3105
1933,3106
1934,3106
1162,3111
1163,3111
1164,3111
1158,3112
1159,3112
1160,3112
1161,3112
1387,3117
1388,3117
1411,3119
1412,3119
4482,3119
4490,3120
4491,3120
4492,3120
4493,3120
3456,3121
3457,3121
4186,3129
4187,3129
4188,3129
4189,3129
4190,3129
4191,3129
4192,3129
4193,3129
4194,3129
4195,3129
4196,3129
4239,3130
4240,3130
4241,3130
4245,3131
609,3134
610,3134
4412,3134
4413,3134
4414,3134
4415,3134
4416,3134
495,3135
496,3135
497,3135
498,3135
4819,3135
4820,3135
4821,3135
4822,3135
4823,3135
1576,3139
1577,3139
2880,3139
5412,3139
5413,3139
2429,3143
1681,3144
1637,3146
1638,3146
1640,3146
5411,3146
1349,3147
1350,3147
1351,3147
1352,3147
1353,3147
1354,3148
1355,3148
1356,3148
1357,3148
1626,3154
1628,3154
348,3157
4417,3157
4418,3157
4419,3157
4420,3157
412,3166
413,3166
2849,3166
2850,3166
2851,3166
2852,3166
5426,3166
5427,3166
5428,3166
5429,3166
5430,3166
5431,3166
5432,3166
5433,3166
1748,3168
3148,3169
