sector_id,set_id
21,540
9,541
21,541
1,542
3,542
1,543
3,543
1,545
3,545
1,546
3,546
9,547
9,548
9,549
9,550
9,551
9,552
9,553
9,554
9,556
9,557
9,558
9,559
9,560
9,561
9,562
9,563
9,565
1,567
1,568
3,568
1,569
3,569
6,570
23,570
6,571
23,571
6,572
23,572
6,573
23,573
1,575
3,575
15,575
1,576
3,576
15,576
1,577
3,577
15,577
1,578
3,578
15,578
9,579
9,580
9,581
9,582
9,583
9,584
9,585
9,586
9,587
9,588
9,590
16,590
23,590
9,591
16,591
23,591
9,593
16,593
23,593
9,594
16,594
23,594
1,595
3,595
5,595
6,595
14,595
15,595
1,596
3,596
5,596
6,596
14,596
15,596
1,597
3,597
5,597
6,597
14,597
15,597
1,598
3,598
5,598
6,598
14,598
15,598
9,600
16,600
23,600
9,601
16,601
23,601
1,602
9,602
15,602
1,603
9,603
15,603
1,604
9,604
15,604
1,605
9,605
15,605
1,606
9,606
15,606
1,607
9,607
15,607
1,608
9,608
15,608
9,609
16,609
2,610
9,610
16,610
9,612
16,612
23,612
9,613
16,613
23,613
9,615
9,616
9,617
9,618
9,619
9,620
1,623
3,623
15,623
1,624
3,624
15,624
1,625
2,625
3,625
15,625
1,626
2,626
3,626
15,626
1,627
2,627
3,627
15,627
2,628
9,628
2,629
9,629
2,630
9,630
2,631
9,631
9,632
1,633
3,633
5,633
6,633
11,633
14,633
15,633
1,634
3,634
5,634
6,634
9,634
11,634
14,634
15,634
9,635
9,636
9,637
9,638
9,640
9,641
9,642
9,643
9,644
9,645
1,646
3,646
1,647
3,647
15,647
1,648
3,648
15,648
1,649
3,649
15,649
1,650
3,650
15,650
1,651
9,652
9,653
9,654
9,655
9,656
9,657
9,658
9,659
9,660
9,661
9,662
2,663
9,663
22,663
2,664
9,664
22,664
2,665
9,665
22,665
2,666
9,666
22,666
9,668
9,669
9,670
1,674
3,674
15,674
1,676
21,676
9,677
9,678
9,679
9,680
9,681
9,682
9,683
1,689
5,689
6,689
9,689
11,689
22,689
23,689
1,690
5,690
6,690
9,690
11,690
22,690
23,690
21,692
9,693
22,693
23,693
9,694
22,694
23,694
9,695
22,695
23,695
9,696
22,696
23,696
1,697
3,697
21,697
1,698
3,698
21,698
9,699
9,700
9,701
2,703
9,703
2,704
9,704
2,705
9,705
2,706
9,706
2,707
9,707
2,708
9,708
2,709
9,709
2,710
9,710
2,711
9,711
1,712
1,713
1,714
1,715
1,716
1,717
1,718
1,719
1,720
1,721
1,722
1,723
1,724
1,725
1,726
1,727
1,728
1,729
1,730
3,730
15,730
1,731
3,731
15,731
1,732
3,732
15,732
21,734
21,735
21,736
21,737
21,738
1,739
3,739
5,739
6,739
14,739
15,739
1,740
3,740
5,740
6,740
14,740
15,740
1,743
9,743
1,744
9,744
1,746
5,746
6,746
14,746
15,746
1,747
5,747
6,747
14,747
15,747
1,748
5,748
6,748
14,748
15,748
1,749
5,749
6,749
14,749
15,749
1,750
5,750
6,750
14,750
15,750
1,751
5,751
6,751
14,751
15,751
1,752
5,752
6,752
14,752
15,752
1,753
5,753
6,753
14,753
15,753
1,754
5,754
6,754
14,754
15,754
1,755
5,755
6,755
14,755
15,755
1,756
5,756
6,756
14,756
15,756
1,757
5,757
6,757
14,757
15,757
1,758
5,758
6,758
9,758
11,758
14,758
15,758
21,758
24,758
9,759
1,760
5,760
6,760
11,760
14,760
21,760
24,760
2,761
9,761
16,761
2,762
9,762
16,762
2,763
9,763
16,763
9,766
22,766
23,766
9,767
22,767
23,767
9,768
22,768
23,768
9,771
9,772
9,773
21,775
2,776
9,776
9,777
1,779
3,779
5,779
6,779
11,779
21,779
24,779
9,783
9,784
9,785
9,786
9,787
23,787
9,788
23,788
1,795
1,796
1,804
3,804
5,804
6,804
14,804
15,804
1,805
3,805
5,805
6,805
14,805
15,805
1,806
3,806
5,806
6,806
14,806
15,806
1,807
3,807
5,807
6,807
14,807
15,807
1,809
3,809
5,809
6,809
14,809
15,809
1,817
3,817
5,817
6,817
11,817
14,817
15,817
16,817
21,817
9,820
9,821
9,822
9,824
9,825
9,826
9,829
22,829
23,829
9,830
22,830
23,830
1,831
3,831
5,831
6,831
11,831
15,831
24,831
1,832
3,832
5,832
6,832
11,832
15,832
24,832
1,833
3,833
5,833
6,833
11,833
15,833
24,833
1,834
3,834
5,834
6,834
11,834
15,834
24,834
1,835
3,835
5,835
6,835
11,835
15,835
24,835
1,836
3,836
5,836
6,836
11,836
15,836
24,836
1,837
3,837
5,837
6,837
11,837
15,837
24,837
1,838
3,838
5,838
6,838
11,838
15,838
24,838
9,839
23,839
9,840
23,840
9,842
23,842
9,843
23,843
9,844
23,844
9,845
23,845
9,846
23,846
9,847
23,847
9,848
23,848
9,849
23,849
9,850
23,850
9,851
9,852
9,854
9,855
9,856
9,857
23,857
9,859
23,859
9,860
23,860
9,861
23,861
9,863
23,863
1,864
3,864
15,864
1,865
3,865
15,865
1,866
3,866
15,866
1,867
3,867
15,867
1,868
3,868
15,868
9,869
9,870
9,871
9,872
9,873
9,874
9,875
1,876
3,876
4,876
8,876
10,876
21,876
1,877
3,877
4,877
8,877
10,877
21,877
1,878
3,878
4,878
8,878
10,878
21,878
9,879
9,880
9,881
9,882
9,883
9,884
9,885
1,886
9,887
22,888
22,889
22,890
9,891
9,892
9,893
9,894
9,895
9,896
9,898
1,899
3,899
15,899
1,900
3,900
15,900
1,901
3,901
15,901
1,902
3,902
15,902
1,903
3,903
1,904
3,904
1,905
3,905
1,906
3,906
9,907
9,915
9,916
9,917
9,918
9,919
9,921
9,922
9,923
9,924
9,925
9,926
9,927
9,928
9,929
9,930
1,931
15,931
1,932
15,932
1,933
15,933
1,935
15,935
9,936
9,937
9,938
9,939
9,940
9,941
9,942
9,950
9,951
9,952
9,954
9,955
9,956
9,957
9,958
9,959
9,960
9,961
9,964
9,965
9,966
9,967
9,968
9,969
9,970
9,971
9,972
9,973
9,974
9,975
9,976
9,977
1,978
3,978
15,978
1,979
3,979
15,979
1,980
3,980
15,980
1,981
3,981
15,981
1,982
3,982
15,982
1,983
3,983
15,983
1,984
3,984
15,984
1,985
3,985
15,985
1,986
3,986
15,986
9,987
1,989
3,989
9,990
9,991
9,992
9,993
9,994
9,995
1,996
5,996
6,996
14,996
15,996
20,996
1,997
5,997
6,997
14,997
15,997
20,997
1,998
5,998
6,998
14,998
15,998
20,998
1,999
5,999
6,999
14,999
15,999
20,999
1,1000
5,1000
6,1000
14,1000
15,1000
20,1000
1,1001
5,1001
6,1001
14,1001
15,1001
20,1001
1,1002
5,1002
6,1002
14,1002
15,1002
20,1002
1,1003
5,1003
6,1003
14,1003
15,1003
20,1003
1,1004
5,1004
6,1004
14,1004
15,1004
20,1004
1,1005
5,1005
6,1005
14,1005
15,1005
20,1005
1,1006
5,1006
6,1006
14,1006
15,1006
20,1006
9,1007
9,1008
9,1009
9,1010
9,1011
1,1017
15,1017
1,1018
15,1018
1,1019
15,1019
1,1020
15,1020
1,1021
15,1021
1,1022
3,1022
5,1022
6,1022
11,1022
24,1022
1,1023
3,1023
5,1023
6,1023
11,1023
24,1023
1,1024
3,1024
5,1024
6,1024
11,1024
24,1024
9,1025
9,1026
9,1027
9,1028
9,1029
9,1030
9,1031
9,1032
21,1040
21,1041
21,1042
9,1043
16,1043
1,1044
3,1044
16,1044
5,1045
6,1045
11,1045
14,1045
15,1045
16,1045
21,1045
9,1050
1,1051
3,1051
15,1051
1,1054
3,1054
15,1054
1,1055
3,1055
15,1055
1,1056
3,1056
15,1056
9,1057
9,1058
9,1059
9,1060
9,1061
9,1062
9,1069
9,1070
9,1071
9,1072
9,1073
1,1074
2,1074
3,1074
6,1074
9,1074
11,1074
16,1074
21,1074
1,1075
1,1076
9,1077
9,1078
1,1080
1,1081
3,1081
6,1081
9,1081
11,1081
22,1081
24,1081
9,1082
9,1084
9,1085
9,1086
1,1087
2,1087
3,1087
6,1087
11,1087
15,1087
21,1087
24,1087
9,1088
9,1089
9,1090
9,1091
9,1093
1,1094
3,1094
5,1094
6,1094
9,1094
11,1094
21,1094
24,1094
9,1095
9,1096
9,1097
9,1098
1,1099
3,1099
15,1099
22,1099
1,1100
3,1100
15,1100
22,1100
1,1101
3,1101
15,1101
22,1101
1,1102
3,1102
15,1102
22,1102
9,1103
1,1104
2,1104
3,1104
6,1104
11,1104
15,1104
21,1104
24,1104
1,1105
2,1105
3,1105
6,1105
11,1105
15,1105
21,1105
24,1105
1,1106
2,1106
3,1106
6,1106
11,1106
15,1106
21,1106
24,1106
1,1107
2,1107
3,1107
6,1107
11,1107
15,1107
21,1107
24,1107
1,1108
2,1108
3,1108
6,1108
11,1108
15,1108
21,1108
24,1108
9,1109
9,1110
9,1111
9,1112
9,1113
9,1114
1,1115
3,1115
6,1115
15,1115
1,1116
3,1116
6,1116
15,1116
1,1117
3,1117
6,1117
15,1117
9,1118
1,1119
5,1120
6,1120
14,1120
9,1121
9,1122
9,1123
9,1124
9,1125
9,1126
9,1127
11,1128
1,1129
5,1129
14,1129
11,1130
1,1133
3,1133
6,1133
15,1133
21,1133
9,1134
1,1135
3,1135
6,1135
15,1135
21,1135
22,1135
1,1136
3,1136
6,1136
15,1136
21,1136
22,1136
1,1137
3,1137
6,1137
15,1137
21,1137
22,1137
1,1138
3,1138
6,1138
15,1138
21,1138
22,1138
1,1139
3,1139
6,1139
15,1139
21,1139
22,1139
1,1140
3,1140
6,1140
15,1140
1,1141
3,1141
6,1141
15,1141
21,1141
1,1142
3,1142
6,1142
15,1142
21,1142
9,1143
9,1144
9,1145
9,1146
9,1147
9,1148
9,1149
9,1150
9,1151
9,1152
9,1153
9,1154
9,1155
9,1156
22,1156
23,1156
9,1157
22,1157
23,1157
9,1158
9,1159
9,1160
9,1161
1,1162
1,1163
1,1164
1,1165
2,1165
3,1165
5,1165
6,1165
11,1165
15,1165
24,1165
1,1166
3,1166
5,1166
6,1166
11,1166
15,1166
24,1166
1,1167
3,1167
5,1167
6,1167
11,1167
15,1167
24,1167
1,1168
3,1168
5,1168
6,1168
11,1168
15,1168
24,1168
1,1169
3,1169
5,1169
6,1169
11,1169
15,1169
24,1169
1,1170
3,1170
5,1170
6,1170
11,1170
15,1170
24,1170
9,1171
9,1172
1,1173
3,1173
5,1173
6,1173
11,1173
21,1173
1,1174
3,1174
5,1174
6,1174
11,1174
21,1174
9,1175
23,1175
9,1176
23,1176
9,1180
9,1181
9,1182
9,1183
9,1184
9,1185
1,1186
3,1186
1,1187
3,1187
1,1188
3,1188
9,1188
21,1188
1,1190
3,1190
5,1190
11,1190
21,1190
24,1190
1,1191
3,1191
5,1191
11,1191
21,1191
24,1191
1,1192
3,1192
5,1192
11,1192
21,1192
24,1192
1,1193
3,1193
5,1193
11,1193
21,1193
24,1193
1,1194
3,1194
5,1194
11,1194
21,1194
24,1194
1,1195
3,1195
5,1195
11,1195
21,1195
24,1195
1,1196
1,1197
1,1198
1,1199
9,1200
9,1202
9,1204
9,1205
9,1206
9,1207
9,1208
9,1209
9,1210
9,1211
9,1212
9,1213
23,1214
1,1215
15,1215
1,1217
9,1217
15,1217
9,1221
9,1222
9,1223
9,1224
9,1225
1,1226
3,1226
15,1226
22,1226
1,1227
3,1227
15,1227
22,1227
1,1228
3,1228
15,1228
22,1228
1,1229
3,1229
15,1229
22,1229
9,1231
9,1232
9,1233
9,1234
9,1238
9,1243
9,1244
9,1245
9,1247
1,1248
9,1249
9,1250
9,1251
9,1252
9,1253
9,1254
9,1255
9,1256
16,1256
1,1257
3,1257
15,1257
21,1257
1,1258
3,1258
15,1258
21,1258
1,1259
3,1259
15,1259
21,1259
9,1260
9,1261
9,1262
9,1263
1,1265
3,1265
5,1265
6,1265
11,1265
14,1265
15,1265
21,1265
9,1266
9,1267
9,1268
9,1269
9,1270
1,1271
3,1271
6,1271
21,1271
9,1272
9,1273
9,1274
9,1275
21,1277
9,1278
9,1279
9,1280
9,1281
23,1281
9,1282
23,1282
9,1283
9,1284
1,1286
3,1286
5,1286
6,1286
9,1286
11,1286
14,1286
21,1286
24,1286
9,1287
9,1288
9,1289
9,1290
9,1291
9,1292
9,1295
22,1295
23,1295
1,1296
3,1296
15,1296
1,1297
3,1297
15,1297
9,1305
9,1306
1,1307
3,1307
15,1307
1,1308
3,1308
15,1308
1,1309
3,1309
15,1309
1,1310
3,1310
15,1310
9,1312
9,1313
9,1314
9,1315
9,1317
21,1318
1,1319
3,1319
6,1319
11,1319
15,1319
21,1319
24,1319
1,1320
3,1320
6,1320
11,1320
15,1320
21,1320
24,1320
1,1321
3,1321
6,1321
11,1321
15,1321
21,1321
24,1321
1,1322
3,1322
6,1322
11,1322
15,1322
21,1322
24,1322
1,1323
3,1323
6,1323
11,1323
15,1323
21,1323
24,1323
1,1325
9,1325
15,1325
1,1326
9,1326
15,1326
1,1327
9,1327
15,1327
1,1328
9,1328
15,1328
1,1329
9,1329
15,1329
9,1330
9,1331
9,1332
9,1333
9,1334
1,1337
3,1337
9,1337
5,1338
6,1338
11,1338
14,1338
17,1338
23,1338
1,1339
9,1339
15,1339
1,1340
9,1340
15,1340
1,1341
9,1341
15,1341
9,1342
9,1344
9,1345
1,1347
2,1347
3,1347
5,1347
6,1347
9,1347
11,1347
14,1347
15,1347
21,1347
24,1347
9,1348
2,1349
9,1349
2,1350
9,1350
2,1351
9,1351
2,1352
9,1352
2,1353
9,1353
1,1354
15,1354
1,1355
15,1355
1,1356
15,1356
1,1357
15,1357
9,1358
9,1359
9,1360
9,1361
9,1362
9,1363
9,1364
9,1367
9,1368
1,1369
5,1369
6,1369
14,1369
15,1369
1,1370
5,1370
6,1370
14,1370
15,1370
1,1371
5,1371
6,1371
14,1371
15,1371
1,1372
5,1372
6,1372
14,1372
15,1372
9,1373
9,1374
9,1375
9,1377
9,1383
22,1383
9,1384
9,1385
9,1386
2,1387
9,1387
16,1387
9,1388
16,1388
9,1389
9,1390
9,1391
9,1394
9,1395
9,1396
9,1399
9,1400
9,1401
1,1404
3,1404
15,1404
1,1405
3,1405
15,1405
1,1406
3,1406
15,1406
24,1406
1,1407
3,1407
15,1407
24,1407
1,1408
3,1408
15,1408
24,1408
1,1409
9,1409
15,1409
1,1410
9,1410
15,1410
2,1411
9,1411
16,1411
2,1412
9,1412
16,1412
1,1413
3,1413
6,1413
11,1413
15,1413
22,1413
24,1413
1,1414
3,1414
6,1414
11,1414
15,1414
22,1414
24,1414
1,1415
3,1415
6,1415
11,1415
15,1415
22,1415
24,1415
1,1416
3,1416
6,1416
11,1416
15,1416
22,1416
24,1416
1,1417
3,1417
6,1417
11,1417
15,1417
22,1417
24,1417
1,1418
3,1418
6,1418
11,1418
15,1418
22,1418
24,1418
1,1419
3,1419
6,1419
11,1419
15,1419
22,1419
24,1419
1,1420
3,1420
6,1420
11,1420
15,1420
22,1420
24,1420
2,1421
9,1421
16,1421
2,1422
9,1422
16,1422
2,1423
9,1423
16,1423
9,1424
9,1425
9,1426
1,1428
3,1428
15,1428
1,1429
3,1429
15,1429
1,1430
3,1430
15,1430
1,1431
3,1431
15,1431
1,1432
3,1432
15,1432
1,1433
3,1433
15,1433
9,1435
9,1436
9,1437
9,1438
9,1439
9,1440
9,1441
9,1442
9,1443
9,1444
9,1445
9,1446
9,1448
9,1449
1,1452
3,1452
15,1452
1,1453
3,1453
15,1453
1,1454
3,1454
15,1454
1,1455
3,1455
15,1455
1,1456
3,1456
15,1456
1,1457
3,1457
5,1457
14,1457
15,1457
24,1457
1,1458
3,1458
5,1458
14,1458
15,1458
24,1458
1,1459
3,1459
5,1459
14,1459
15,1459
24,1459
1,1460
3,1460
5,1460
14,1460
15,1460
24,1460
1,1461
3,1461
5,1461
14,1461
15,1461
24,1461
1,1462
3,1462
5,1462
14,1462
15,1462
24,1462
1,1463
3,1463
5,1463
14,1463
15,1463
24,1463
9,1464
9,1465
9,1466
9,1467
9,1468
9,1469
9,1470
23,1470
9,1471
9,1472
9,1473
9,1474
9,1475
23,1475
9,1476
23,1476
9,1477
23,1477
9,1478
23,1478
9,1479
9,1480
1,1481
1,1482
1,1483
3,1483
15,1483
21,1483
1,1484
3,1484
15,1484
21,1484
1,1485
3,1485
5,1485
14,1485
15,1485
24,1485
1,1486
3,1486
5,1486
14,1486
15,1486
24,1486
1,1487
3,1487
5,1487
14,1487
15,1487
24,1487
1,1488
3,1488
5,1488
6,1488
14,1488
15,1488
1,1489
3,1489
5,1489
6,1489
14,1489
15,1489
1,1490
3,1490
5,1490
6,1490
14,1490
15,1490
9,1492
9,1493
9,1494
9,1495
9,1496
9,1497
9,1498
1,1499
3,1499
15,1499
1,1500
3,1500
15,1500
1,1501
3,1501
15,1501
1,1502
3,1502
15,1502
9,1504
9,1505
9,1506
9,1507
9,1508
9,1509
9,1510
9,1511
9,1513
9,1514
9,1515
9,1516
9,1517
9,1518
9,1519
9,1520
9,1521
9,1522
9,1523
9,1524
9,1525
9,1526
9,1527
9,1528
9,1530
1,1531
3,1531
5,1531
6,1531
14,1531
15,1531
1,1532
3,1532
5,1532
6,1532
14,1532
15,1532
9,1534
9,1535
9,1536
9,1537
1,1538
3,1538
1,1539
3,1539
9,1540
9,1541
9,1542
9,1543
1,1545
3,1545
15,1545
1,1546
3,1546
15,1546
1,1547
3,1547
15,1547
1,1548
3,1548
15,1548
1,1549
3,1549
15,1549
1,1550
3,1550
15,1550
9,1551
9,1552
9,1553
1,1555
2,1555
3,1555
5,1555
11,1555
14,1555
15,1555
17,1555
24,1555
1,1556
2,1556
3,1556
5,1556
11,1556
14,1556
15,1556
17,1556
24,1556
1,1557
2,1557
3,1557
5,1557
11,1557
14,1557
15,1557
17,1557
24,1557
9,1559
9,1560
9,1562
9,1563
1,1564
5,1564
11,1564
15,1564
1,1565
5,1565
11,1565
15,1565
1,1566
5,1566
11,1566
15,1566
1,1567
5,1567
11,1567
15,1567
1,1568
5,1568
11,1568
15,1568
1,1569
5,1569
11,1569
15,1569
9,1570
1,1571
9,1572
1,1573
9,1574
1,1575
1,1576
9,1576
15,1576
1,1577
9,1577
15,1577
9,1578
1,1579
9,1580
1,1581
9,1582
1,1583
1,1585
3,1585
15,1585
21,1585
1,1586
3,1586
15,1586
21,1586
1,1587
3,1587
15,1587
21,1587
9,1588
9,1589
9,1590
9,1591
9,1592
9,1593
9,1594
9,1595
9,1596
9,1597
9,1598
1,1599
2,1599
3,1599
6,1599
11,1599
15,1599
21,1599
24,1599
1,1600
2,1600
3,1600
6,1600
11,1600
15,1600
21,1600
24,1600
1,1601
2,1601
3,1601
6,1601
11,1601
15,1601
21,1601
24,1601
1,1602
2,1602
3,1602
6,1602
11,1602
15,1602
21,1602
24,1602
1,1603
2,1603
3,1603
6,1603
